Userid,Name,Email,Status,"Last seen location (latitude, longitude)",Time of day,Day of the week,Month,Weather,Academic calendar events,Building
uq4d9arne,Andrea Harris,harris.1019@osu.edu,active,"40.001810, -83.013540",15:30,Wednesday,January,Cloudy,Regular,18th Avenue library
ukfudlgw1,Andrea Lee,lee.9871@osu.edu,active,"39.999363, -83.014881",08:15,Thursday,September,Cloudy,Regular,Thompson library
uu9uthz11,Aiden Ramirez,ramirez.556@osu.edu,active,"40.000709, -83.008875",08:00,Friday,August,Sunny,Regular,wexner center
u6pcg2aui,Benjamin Lopez,lopez.7531@osu.edu,active,"39.998123, -83.012074",18:00,Friday,September,Sunny,Regular,orton library
u1yup7es7,Diego Smith,smith.9652@osu.edu,active,"40.001843, -83.013177",13:30,Sunday,May,Sunny,Regular,18th Avenue library
uudy3tihf,Alexander Roberts,roberts.8926@osu.edu,idle,"39.999156, -83.014331",19:30,Thursday,February,Snow,Regular,Thompson library
uf47787n1,Liam Davis,davis.8528@osu.edu,active,"39.999372, -83.014603",16:00,Friday,February,Cloudy,Regular,Thompson library
uzyzuxmnx,Emma Sanchez,sanchez.5427@osu.edu,active,"39.999410, -83.014714",13:30,Sunday,February,Cloudy,Regular,Thompson library
uaaq1iec2,Alexander Gonzalez,gonzalez.1317@osu.edu,active,"40.001751, -83.013235",10:15,Monday,July,Cloudy,Regular,18th Avenue library
usjzitjnu,Valentina Perez,perez.3627@osu.edu,active,"39.998995, -83.015123",14:15,Sunday,September,Sunny,Regular,Thompson library
uielyd1j4,Henry Jones,jones.5214@osu.edu,active,"40.003395, -83.017421",14:15,Tuesday,September,Sunny,Regular,Knowlton Hall
uycqilduv,Diego Young,young.1670@osu.edu,active,"39.999045, -83.015069",18:15,Wednesday,May,Rain,Finals season,Thompson library
uyo364n4k,Mateo Nguyen,nguyen.7282@osu.edu,idle,"40.003580, -83.016362",14:45,Thursday,September,Sunny,Regular,Knowlton Hall
uriif3rt5,Liam Rodriguez,rodriguez.8873@osu.edu,idle,"39.999154, -83.015389",17:30,Monday,April,Sunny,Finals season,Thompson library
uy1n01jf7,William Hall,hall.3507@osu.edu,idle,"39.999586, -83.014774",13:30,Thursday,March,Cloudy,Midterms season,Thompson library
u1dj4v6bg,Evelyn Gonzalez,gonzalez.150@osu.edu,active,"39.998639, -83.008938",07:00,Tuesday,March,Rain,Regular,Ohio Union
uo7m5pd0h,Sofia Allen,allen.1307@osu.edu,idle,"40.001104, -83.009437",17:30,Tuesday,February,Rain,Regular,wexner center
ufiufgh8q,Harper Wright,wright.4845@osu.edu,active,"39.999336, -83.015141",11:00,Wednesday,November,Cloudy,Regular,Thompson library
uj8p28amz,Luna Garcia,garcia.5692@osu.edu,idle,"39.998952, -83.015246",00:15,Thursday,November,Rain,Regular,Thompson library
uty4s4svw,Mia Hernandez,hernandez.8642@osu.edu,active,"39.999343, -83.015404",12:00,Sunday,February,Cloudy,Regular,Thompson library
uf5su9py5,Mia Williams,williams.3062@osu.edu,active,"39.998375, -83.011772",18:00,Wednesday,April,Rain,Finals season,orton library
u4vsear5c,Isabella Torres,torres.8077@osu.edu,active,"40.001616, -83.013343",16:45,Sunday,December,Snow,Finals season,18th Avenue library
uagy2rrb0,Olivia Allen,allen.7175@osu.edu,active,"39.998441, -83.008553",19:00,Sunday,March,Cloudy,Regular,Ohio Union
udqc8xe0k,Liam Harris,harris.507@osu.edu,idle,"40.001610, -83.013590",19:45,Monday,February,Snow,Regular,18th Avenue library
umjkw4rzl,Ava Ramirez,ramirez.7601@osu.edu,idle,"39.999479, -83.014941",19:30,Thursday,April,Sunny,Finals season,Thompson library
u7d5uqvxe,Benjamin Smith,smith.1320@osu.edu,idle,"40.001866, -83.013241",09:30,Wednesday,February,Snow,Regular,18th Avenue library
u73wsoa10,Ava White,white.806@osu.edu,active,"39.999599, -83.014483",11:15,Thursday,August,Sunny,Regular,Thompson library
unh3mbhez,Oliver Jones,jones.7222@osu.edu,active,"39.998226, -83.011851",20:30,Tuesday,December,Cloudy,Regular,orton library
u7g9f7pxx,Carlos Jackson,jackson.1287@osu.edu,idle,"39.997704, -83.008535",13:00,Thursday,June,Cloudy,Regular,Ohio Union
uki9uv23i,Sophia Robinson,robinson.2007@osu.edu,active,"39.999480, -83.015436",14:15,Thursday,October,Cloudy,Regular,Thompson library
uehu0fluu,Emily Mitchell,mitchell.7660@osu.edu,active,"39.997502, -83.009072",22:00,Sunday,March,Rain,Regular,Ohio Union
u6khucgwg,Daniel King,king.3148@osu.edu,idle,"39.998486, -83.011817",19:00,Thursday,December,Cloudy,Finals season,orton library
uedgk4jkg,Isabella Hill,hill.6417@osu.edu,active,"39.999203, -83.014641",22:30,Thursday,July,Sunny,Regular,Thompson library
uavs8uoa8,Andrea Hall,hall.8106@osu.edu,active,"39.997549, -83.009035",13:30,Friday,February,Cloudy,Regular,Ohio Union
uwrf7awv2,Alexander Hill,hill.2857@osu.edu,active,"39.999562, -83.014691",19:30,Friday,November,Cloudy,Regular,Thompson library
u2h7zpx8w,Abigail Rivera,rivera.1185@osu.edu,idle,"39.998272, -83.011992",11:30,Wednesday,November,Cloudy,Regular,orton library
ui0xg8xrw,Jackson Hall,hall.1945@osu.edu,active,"40.001064, -83.008771",19:00,Sunday,January,Snow,Regular,wexner center
uanby0z6q,Jackson Torres,torres.6501@osu.edu,active,"40.001315, -83.009082",10:15,Friday,April,Cloudy,Finals season,wexner center
ufhjzafaz,James White,white.6076@osu.edu,active,"39.998491, -83.011645",21:00,Wednesday,March,Sunny,Regular,orton library
ukjqqhn7s,Emma Wilson,wilson.9215@osu.edu,active,"40.003632, -83.015958",12:30,Friday,May,Sunny,Finals season,Knowlton Hall
um1xp5hws,Henry Smith,smith.1731@osu.edu,active,"40.000493, -83.008812",14:45,Tuesday,December,Snow,Regular,wexner center
u69dyqa4c,Diego Green,green.8435@osu.edu,active,"40.003594, -83.015988",09:00,Wednesday,February,Rain,Regular,Knowlton Hall
ubh9njvqo,Lucas Jones,jones.7121@osu.edu,idle,"39.999070, -83.014732",16:00,Wednesday,August,Sunny,Regular,Thompson library
ubeb5991a,Noah Baker,baker.8436@osu.edu,active,"40.001726, -83.013224",15:15,Tuesday,April,Rain,Finals season,18th Avenue library
u005krqrk,Lucas Johnson,johnson.2247@osu.edu,active,"39.999635, -83.014481",16:45,Monday,June,Sunny,Regular,Thompson library
ursemc4hm,Mateo Hill,hill.2037@osu.edu,idle,"40.001760, -83.013208",01:45,Saturday,October,Cloudy,Midterms season,18th Avenue library
ua50zvg40,Elizabeth Rodriguez,rodriguez.8666@osu.edu,idle,"39.999412, -83.015022",06:45,Monday,January,Snow,Regular,Thompson library
uf38x0pch,Elijah Garcia,garcia.3396@osu.edu,active,"40.003687, -83.016209",12:15,Sunday,February,Cloudy,Regular,Knowlton Hall
ug2lrf7y3,Charlotte Anderson,anderson.1271@osu.edu,active,"39.997507, -83.008350",06:45,Wednesday,January,Cloudy,Regular,Ohio Union
ul3xw9tm0,Natalia Clark,clark.8211@osu.edu,active,"39.999096, -83.015094",17:45,Wednesday,March,Rain,Midterms season,Thompson library
u72qo168o,Avery Scott,scott.3965@osu.edu,idle,"39.998379, -83.009120",01:00,Tuesday,October,Rain,Midterms season,Ohio Union
ue5zbrr4m,Jack Martin,martin.4936@osu.edu,idle,"39.999004, -83.014773",11:45,Monday,November,Cloudy,Regular,Thompson library
ul5tkch69,Sophia Green,green.8599@osu.edu,idle,"39.998454, -83.012059",14:00,Thursday,October,Cloudy,Midterms season,orton library
urat7lhtn,Aiden Anderson,anderson.6433@osu.edu,active,"39.998381, -83.011745",13:15,Friday,April,Rain,Finals season,orton library
ut7savpmn,Ella Lewis,lewis.4744@osu.edu,active,"39.998932, -83.015180",11:45,Friday,March,Sunny,Midterms season,Thompson library
ueh9llaag,Charlotte Perez,perez.9404@osu.edu,active,"40.001884, -83.013105",14:45,Wednesday,February,Rain,Regular,18th Avenue library
uhl29c309,Gianna Mitchell,mitchell.1527@osu.edu,active,"40.001555, -83.013441",01:15,Tuesday,September,Sunny,Regular,18th Avenue library
udlta2v2e,Evelyn Hernandez,hernandez.9911@osu.edu,idle,"40.001652, -83.013655",08:15,Thursday,February,Rain,Regular,18th Avenue library
user2l75l,Andrea Young,young.2567@osu.edu,idle,"40.001805, -83.013432",18:15,Wednesday,February,Snow,Regular,18th Avenue library
u6nmga2j3,Lorenzo Jones,jones.4590@osu.edu,idle,"39.998967, -83.015209",13:30,Thursday,March,Cloudy,Midterms season,Thompson library
ub2dxpje1,Avery Hernandez,hernandez.183@osu.edu,active,"39.998343, -83.011945",12:15,Saturday,March,Sunny,Regular,orton library
u8tl04m8i,Mateo Anderson,anderson.8247@osu.edu,idle,"39.999077, -83.015031",12:45,Friday,February,Snow,Regular,Thompson library
uvji0ro6k,Natalia Carter,carter.1993@osu.edu,active,"39.997808, -83.008869",17:30,Sunday,April,Sunny,Regular,Ohio Union
uybeqvdza,Evelyn Nguyen,nguyen.5338@osu.edu,active,"40.001560, -83.013629",16:15,Saturday,April,Cloudy,Finals season,18th Avenue library
ugurwkovf,Isabella White,white.6402@osu.edu,active,"40.001713, -83.013676",15:45,Wednesday,April,Sunny,Finals season,18th Avenue library
ug41ph3r4,Jacob Miller,miller.9022@osu.edu,idle,"39.999241, -83.014378",21:00,Saturday,March,Rain,Midterms season,Thompson library
utcv2e6wy,Carlos Wilson,wilson.3233@osu.edu,idle,"39.999016, -83.014734",17:45,Sunday,January,Snow,Regular,Thompson library
uoa9egt28,Sofia Anderson,anderson.1782@osu.edu,active,"39.999093, -83.014460",14:30,Thursday,March,Cloudy,Regular,Thompson library
u6lozzsc3,Liam Adams,adams.8170@osu.edu,active,"39.997760, -83.009045",15:15,Tuesday,March,Rain,Midterms season,Ohio Union
u2z6r22l3,Michael Miller,miller.2765@osu.edu,idle,"40.001574, -83.013345",19:00,Monday,June,Sunny,Regular,18th Avenue library
u499y4kiv,Daniel Allen,allen.3661@osu.edu,active,"39.998284, -83.011702",16:30,Wednesday,November,Rain,Regular,orton library
uj87hjfqs,Juan Young,young.7075@osu.edu,active,"40.001505, -83.013322",19:00,Tuesday,October,Sunny,Regular,18th Avenue library
ugkevyon9,Amelia Smith,smith.9292@osu.edu,idle,"39.997926, -83.009374",18:30,Monday,January,Cloudy,Regular,Ohio Union
uaf8nsapv,Mateo Williams,williams.1532@osu.edu,idle,"40.003471, -83.016458",16:30,Wednesday,November,Rain,Regular,Knowlton Hall
ubo7h652u,Aiden Harris,harris.1491@osu.edu,active,"39.998372, -83.012112",12:00,Friday,September,Rain,Regular,orton library
uluxx599m,William Garcia,garcia.1640@osu.edu,idle,"40.001753, -83.013557",13:45,Sunday,September,Rain,Regular,18th Avenue library
u5o78daps,Olivia Mitchell,mitchell.4628@osu.edu,active,"39.999579, -83.014511",10:00,Friday,February,Snow,Regular,Thompson library
u1htlgkwe,Aiden Torres,torres.7630@osu.edu,idle,"40.003463, -83.016668",22:00,Tuesday,November,Cloudy,Regular,Knowlton Hall
uhcq1c4w9,Diego Clark,clark.174@osu.edu,active,"39.999469, -83.014597",08:00,Tuesday,January,Cloudy,Regular,Thompson library
up37vt17x,Sofia Harris,harris.6766@osu.edu,idle,"39.997787, -83.009232",17:15,Tuesday,April,Rain,Finals season,Ohio Union
uosyt4bq6,Elizabeth Hall,hall.4464@osu.edu,idle,"40.003609, -83.017185",21:15,Friday,January,Snow,Regular,Knowlton Hall
uteir5uyj,Natalia King,king.3851@osu.edu,active,"39.999377, -83.014734",17:30,Thursday,October,Cloudy,Regular,Thompson library
uh0hxa5e9,Emma Gonzalez,gonzalez.2021@osu.edu,active,"40.003875, -83.016525",15:00,Monday,November,Cloudy,Regular,Knowlton Hall
uh1kbipkd,Santiago Harris,harris.9979@osu.edu,active,"39.999222, -83.015319",20:45,Saturday,November,Cloudy,Regular,Thompson library
uv19e1fnp,Mateo Mitchell,mitchell.117@osu.edu,active,"39.999345, -83.014931",15:30,Tuesday,December,Snow,Finals season,Thompson library
umgww1es2,Charlotte Young,young.6306@osu.edu,idle,"39.999108, -83.014761",14:00,Tuesday,September,Sunny,Regular,Thompson library
uv5yr5p59,James Jackson,jackson.8732@osu.edu,active,"40.003695, -83.016944",20:15,Tuesday,April,Rain,Finals season,Knowlton Hall
u01gjnjcs,Oliver Wright,wright.9645@osu.edu,active,"40.000235, -83.009020",13:15,Saturday,January,Snow,Regular,wexner center
ue2yc8p2j,Michael Sanchez,sanchez.66@osu.edu,active,"39.999256, -83.014872",01:15,Monday,September,Rain,Regular,Thompson library
u1vfph8e5,Elizabeth Young,young.8983@osu.edu,idle,"39.998510, -83.011707",07:15,Thursday,October,Sunny,Midterms season,orton library
uj1ynigzj,Elijah Lee,lee.9127@osu.edu,idle,"39.999328, -83.014591",11:45,Tuesday,August,Sunny,Regular,Thompson library
ub8u0mqy4,Jacob Lee,lee.6947@osu.edu,active,"40.001138, -83.009114",17:45,Monday,February,Snow,Regular,wexner center
u3dqbu8jt,Liam Rivera,rivera.6328@osu.edu,idle,"39.997999, -83.008308",23:30,Monday,January,Cloudy,Regular,Ohio Union
u4rc1dfer,Jacob Sanchez,sanchez.8255@osu.edu,idle,"40.001693, -83.013074",17:30,Sunday,November,Cloudy,Regular,18th Avenue library
uhskvkit2,Jackson Johnson,johnson.1864@osu.edu,active,"39.998320, -83.011746",14:15,Monday,October,Cloudy,Midterms season,orton library
utkxq926u,Oliver Wilson,wilson.1836@osu.edu,active,"39.999189, -83.014574",16:45,Thursday,March,Cloudy,Midterms season,Thompson library
uoz0ku1j3,Maria Baker,baker.7898@osu.edu,idle,"39.998231, -83.011645",23:00,Thursday,September,Rain,Regular,orton library
u8zuuek0t,Camila Johnson,johnson.5657@osu.edu,active,"40.001375, -83.009387",15:30,Tuesday,December,Snow,Regular,wexner center
u8s1vfoj4,Gianna Adams,adams.7579@osu.edu,active,"40.000584, -83.008967",09:00,Wednesday,November,Cloudy,Regular,wexner center
u0owmn6ol,Benjamin Brown,brown.2297@osu.edu,active,"39.997322, -83.008186",18:15,Tuesday,November,Rain,Regular,Ohio Union
ure1lupun,Diego King,king.2864@osu.edu,active,"40.003501, -83.016159",16:30,Thursday,January,Cloudy,Regular,Knowlton Hall
usziwiv1i,Mateo Scott,scott.7954@osu.edu,active,"39.998487, -83.011759",16:00,Thursday,October,Cloudy,Midterms season,orton library
uiikgsy7s,Ava Robinson,robinson.1552@osu.edu,active,"40.003449, -83.016631",15:15,Tuesday,October,Cloudy,Regular,Knowlton Hall
uzq3hfpki,Noah Walker,walker.5391@osu.edu,active,"39.998359, -83.012133",15:15,Monday,April,Sunny,Finals season,orton library
uuvwyvaru,Valentina Torres,torres.745@osu.edu,active,"40.001668, -83.013572",09:15,Tuesday,April,Sunny,Finals season,18th Avenue library
u9us03nbz,Sophia Brown,brown.8370@osu.edu,active,"39.998268, -83.011812",20:45,Tuesday,September,Cloudy,Regular,orton library
uku9d8ytd,Logan Adams,adams.2862@osu.edu,idle,"40.001588, -83.013461",10:15,Tuesday,November,Cloudy,Regular,18th Avenue library
uox4k9zt6,Valentina Allen,allen.9251@osu.edu,active,"39.997983, -83.009222",16:30,Monday,February,Cloudy,Regular,Ohio Union
ukuxjw8g6,Liam Hernandez,hernandez.9971@osu.edu,active,"40.001377, -83.010023",18:45,Tuesday,May,Rain,Regular,wexner center
ubg8w3sqs,Aiden Flores,flores.3702@osu.edu,idle,"40.003754, -83.016696",19:00,Wednesday,November,Cloudy,Regular,Knowlton Hall
up1f3mj55,Alexander Moore,moore.393@osu.edu,active,"39.999418, -83.014787",12:00,Tuesday,October,Cloudy,Midterms season,Thompson library
ufnqat4rh,Amelia Walker,walker.8422@osu.edu,idle,"40.001731, -83.013244",01:30,Saturday,December,Rain,Finals season,18th Avenue library
u6iiwz7u6,Mateo Campbell,campbell.3560@osu.edu,active,"40.001674, -83.013150",12:15,Monday,July,Sunny,Regular,18th Avenue library
umpy2hlgf,Carlos Roberts,roberts.6964@osu.edu,active,"40.000591, -83.008789",17:00,Sunday,December,Snow,Finals season,wexner center
u2jo4rig5,Camila White,white.3372@osu.edu,idle,"39.999030, -83.015189",16:30,Tuesday,February,Cloudy,Regular,Thompson library
ugcnnvbza,Jacob Harris,harris.3860@osu.edu,idle,"40.001576, -83.013478",15:45,Thursday,December,Sunny,Finals season,18th Avenue library
uxsehed3g,Elijah Jackson,jackson.2737@osu.edu,idle,"39.998373, -83.012048",09:15,Sunday,October,Rain,Midterms season,orton library
uimtdriuh,Evelyn Taylor,taylor.8001@osu.edu,idle,"39.997630, -83.008113",10:00,Monday,January,Sunny,Regular,Ohio Union
uqyq19haj,Sebastian Hernandez,hernandez.6641@osu.edu,active,"40.001408, -83.010124",12:15,Sunday,August,Sunny,Regular,wexner center
u5tdweh55,Carlos Nelson,nelson.2906@osu.edu,active,"40.003554, -83.016917",13:00,Sunday,September,Rain,Regular,Knowlton Hall
umcnq2bul,Sofia Clark,clark.5644@osu.edu,active,"39.998257, -83.011757",13:45,Wednesday,August,Sunny,Regular,orton library
uzixqtjd1,Emily Lewis,lewis.1606@osu.edu,active,"40.001799, -83.013110",08:00,Sunday,September,Cloudy,Regular,18th Avenue library
u94q534yl,Olivia Garcia,garcia.6612@osu.edu,idle,"40.003874, -83.015999",00:15,Thursday,March,Cloudy,Midterms season,Knowlton Hall
u90z6v966,Jacob Adams,adams.5352@osu.edu,active,"40.001777, -83.013165",17:00,Wednesday,August,Sunny,Regular,18th Avenue library
uu9zy0tnt,Santiago Allen,allen.3880@osu.edu,active,"39.999180, -83.015108",14:45,Tuesday,September,Cloudy,Regular,Thompson library
uz2f5mams,Jackson Taylor,taylor.180@osu.edu,active,"39.999472, -83.015240",19:15,Wednesday,January,Snow,Regular,Thompson library
uwf4lnkeh,Elizabeth Clark,clark.5195@osu.edu,active,"40.001652, -83.013232",12:15,Monday,April,Sunny,Finals season,18th Avenue library
un2dzc7dn,Diego Taylor,taylor.2249@osu.edu,idle,"39.999467, -83.015150",14:30,Sunday,January,Cloudy,Regular,Thompson library
uxek73fri,Sebastian Nelson,nelson.8214@osu.edu,idle,"39.999579, -83.014778",13:15,Sunday,March,Cloudy,Midterms season,Thompson library
ulizqoqcd,Jack Ramirez,ramirez.9959@osu.edu,active,"39.998651, -83.008533",18:15,Monday,December,Cloudy,Finals season,Ohio Union
uxnbomt3q,Juan Adams,adams.8245@osu.edu,idle,"39.999563, -83.014444",06:30,Wednesday,February,Cloudy,Regular,Thompson library
uof5nes9p,Jackson Carter,carter.8014@osu.edu,active,"39.999599, -83.014863",19:45,Friday,October,Sunny,Midterms season,Thompson library
u4w9xvkg0,Santiago Torres,torres.8481@osu.edu,idle,"39.999438, -83.015095",13:30,Wednesday,January,Snow,Regular,Thompson library
uvnznodk2,Lorenzo Williams,williams.4120@osu.edu,active,"39.997814, -83.008294",07:30,Monday,May,Rain,Finals season,Ohio Union
u16yn1pc7,Lucas Ramirez,ramirez.7949@osu.edu,active,"39.998430, -83.012139",08:30,Tuesday,November,Rain,Regular,orton library
uh75uvw2r,Emma Thomas,thomas.5408@osu.edu,idle,"40.001701, -83.013067",12:45,Tuesday,October,Cloudy,Midterms season,18th Avenue library
ufpm0tblx,Aiden Thompson,thompson.1264@osu.edu,active,"40.003827, -83.016145",18:45,Monday,March,Rain,Regular,Knowlton Hall
u2pudcl6k,Amelia Smith,smith.4466@osu.edu,active,"40.000070, -83.008836",08:00,Sunday,March,Rain,Regular,wexner center
uvvvitet0,Logan Martinez,martinez.4253@osu.edu,idle,"40.003758, -83.016530",20:15,Monday,September,Sunny,Regular,Knowlton Hall
u4y71jdza,Ethan Taylor,taylor.6639@osu.edu,active,"40.000752, -83.008849",11:30,Sunday,September,Rain,Regular,wexner center
u8wdrtm9e,Elizabeth Martin,martin.5095@osu.edu,active,"39.998204, -83.011629",20:15,Friday,March,Cloudy,Midterms season,orton library
u8vhjiffl,Natalia Davis,davis.401@osu.edu,active,"39.999163, -83.015233",00:15,Thursday,November,Cloudy,Regular,Thompson library
ufi1vgk60,Elizabeth Nguyen,nguyen.2666@osu.edu,active,"40.001771, -83.013561",09:30,Sunday,September,Sunny,Regular,18th Avenue library
ul8j4baqx,William Taylor,taylor.3210@osu.edu,active,"40.000569, -83.008720",14:00,Sunday,January,Cloudy,Regular,wexner center
up6cly0ge,Charlotte Clark,clark.7596@osu.edu,active,"40.001755, -83.013508",06:45,Monday,March,Rain,Midterms season,18th Avenue library
uyairqfzf,Noah Roberts,roberts.4932@osu.edu,active,"40.001849, -83.013347",23:00,Monday,March,Sunny,Regular,18th Avenue library
u653afgnm,Jack Anderson,anderson.7801@osu.edu,idle,"39.999172, -83.015088",07:45,Wednesday,December,Snow,Finals season,Thompson library
uhir0q7hg,Evelyn Rodriguez,rodriguez.7630@osu.edu,active,"39.998016, -83.008939",22:30,Tuesday,April,Rain,Regular,Ohio Union
u4v3ujwtk,Gianna Williams,williams.822@osu.edu,idle,"40.001272, -83.009226",09:00,Tuesday,February,Cloudy,Regular,wexner center
uckh6y08w,Liam Taylor,taylor.8268@osu.edu,active,"40.000660, -83.009219",15:45,Friday,February,Cloudy,Regular,wexner center
ukna5emy8,Diego Sanchez,sanchez.5824@osu.edu,active,"39.999567, -83.014543",15:15,Saturday,September,Sunny,Regular,Thompson library
u9qr8ci66,Elizabeth Gonzalez,gonzalez.503@osu.edu,active,"40.001543, -83.013145",17:30,Saturday,October,Cloudy,Regular,18th Avenue library
udc0z33uc,Lucas Nelson,nelson.4421@osu.edu,active,"40.003557, -83.017336",20:30,Sunday,March,Rain,Regular,Knowlton Hall
uiyg2hgeh,Gabriel Thompson,thompson.633@osu.edu,active,"40.001840, -83.013261",13:45,Tuesday,January,Cloudy,Regular,18th Avenue library
